,batch_id,temp_c,pressure_bar,inject_time_s,mold_temp_c
69,ST022,220.3086710709127,22.55774092192821,1.959535050668689,53.52252240319134
70,HT017,226.82960453587154,22.918897196099064,2.308609020493359,52.07764190676348
71,HP019,219.07422096345516,25.236075329651925,1.700525635794323,52.3638661082168
72,HT036,230.34002925057777,21.692760418259873,2.2608761525452543,56.94578557598628
73,HT022,230.03480358890985,21.913088208491594,2.090342503562412,54.90199541232284
74,ST036,218.67568132066637,22.17765301997997,2.105725629624291,51.14008862267572
75,ST011,218.74914205206647,22.799055646239033,1.8259693661091432,52.410158226896534
76,HP022,214.9556481366905,24.007088869041077,1.7584942341640826,46.79724431445952
77,HT012,227.42549016827306,21.984745575029297,2.2847189682588755,51.806884373463724
78,HP014,214.63312287346545,24.10192370582983,1.672880767833486,49.435457830457814
79,ST032,222.144940263151,22.470651595822353,1.6847621509839545,51.52470182016599
80,ST017,221.10916062378377,22.332789686195397,1.9105785909518074,49.133876683566704
81,HT035,229.51157820970866,21.56795344791276,2.2375331541173087,51.78557433637409
82,ST002,219.06812525891834,21.43745204858781,1.7984892835446629,52.57807980684198
83,HP012,220.8869758796991,25.071331188922866,1.6641958941221697,46.62261212714511
84,HP028,217.97112776453255,22.90570166018317,1.633097903653919,47.66322432077881
85,HP021,216.5376257383358,24.239350393010152,1.778602123293501,48.422619628676955
86,HP029,216.49878082861272,24.41372999603594,1.6111906051627194,48.07895843378769
87,ST010,221.2009970318391,21.728007162616716,1.9340363708601747,53.706968590141095
88,ST005,218.42215394274854,22.046630750827394,1.8909023360432897,52.17483990960305
89,ST039,223.53232175585867,22.063153190629254,2.0447538632939017,51.707677745787564
90,HT019,227.95223402094985,22.839759703800667,2.2351186154560794,54.96610300897533
91,HT014,229.09626185688956,21.524404770956135,2.047753130976011,58.55805246244887
92,HT040,230.2585149724136,22.152153584964438,2.1321433073325466,57.15909169090784
93,ST035,215.87117039375764,21.93054192504957,2.0310326562693786,52.71318933222192
94,HT005,229.84094491662117,22.380329985215553,2.3394210829872426,53.69041626584007
95,HT002,223.25034670179414,20.938825263983656,2.283252275786171,57.01069676025447
96,ST054,220.50515547111064,22.426352995450962,2.0144938249266477,52.1455293483344
97,HP007,220.94210406146252,24.94198400907266,1.6616009499797155,52.04940190579731
98,ST025,219.9092279402787,22.121589075076812,1.7507778983372781,51.45749753100255
99,ST057,217.1300730679289,22.208897895416225,2.0153291756336205,53.71797387770445
100,HT010,224.49643832568157,22.442860403333235,2.2138568675841546,50.57266047670316
101,HT004,228.04840331874814,21.88852492177725,2.076121939490416,55.458959521091955
102,HP010,217.07614315050134,24.360784031037305,1.6211952266372784,50.48016965188358
103,HT001,227.668031161903,21.706122808025103,2.3457378689511748,56.25325839566094
104,ST020,216.94695093626032,21.488794858816597,1.9447996940580026,52.22059879465239
105,ST007,219.99821922828414,21.722563231096725,1.9586350499071221,49.94521042153121
106,ST056,219.38104731882223,22.273160280645907,1.8842469219889,53.75709017531578
107,HT016,230.43945656273772,22.513185665406382,2.0341370143180115,52.62049999068286
108,ST001,223.38105140760072,22.05247261262086,1.8531536222366123,51.28237318029315
109,ST045,216.5833215936659,22.39453407889668,1.9571605240308703,50.439803404322205
110,ST008,216.49055138730915,21.77999327556985,1.943462800114131,53.09673157814109
111,ST049,220.53882326101578,22.88709201986409,1.7714928990406154,51.92549160586056
112,HT009,227.73083231631668,21.32931718646376,2.3662993515765742,53.87341428255731
113,HP003,214.85025094783757,24.534687790892402,1.487583893531149,51.83774465144625
114,ST040,219.34117249617387,22.011229339146592,2.017666838180556,52.888577863902185
115,ST009,222.03531601132698,22.079922505279935,2.015704058126969,51.61252550014358
116,HT031,227.96751382135596,21.672980427709923,2.6457808203000748,55.31871502495759
117,ST043,221.13612377465597,22.356618277401033,2.1232066806672574,51.6707582432335
118,HP011,220.18579435788143,24.34389354557218,1.715472554408024,52.74440263221395
119,HT030,229.59778291476013,21.251205840786362,2.139498874263035,54.74662632358406
120,HT013,227.5365986521207,22.641046312508863,2.1469486134914595,55.24399724646759
121,HP027,214.76950147138976,25.7411568866399,1.5817536126493157,48.11870474708852
122,ST015,219.5145018426549,22.801327408166763,1.7706418126899153,48.921046737586984
123,ST058,221.0032482463621,22.0283725625776,1.9672932606681934,51.47919372628897
124,HT033,229.24875687122733,22.673144638229793,2.21947097999246,53.22991012284052
125,HP004,218.95460078194662,24.914707099595546,1.5368793172028814,49.10744852849455
126,ST024,224.05814444152222,21.830582137314714,1.7653645134153304,49.9845571526643
127,HT024,228.94264589515055,22.12898641752143,2.1530734041340778,53.105304605633265
128,HT008,226.52934298484422,21.449250186637464,2.425650149000111,56.046843118139265
129,ST026,217.09864260170684,21.963692072454744,1.8382087332755546,53.1827568611755
