REGIONID,PRODUCTGROUP,PRODUCT,ITEM,YEARWEEK,YEAR,WEEK,QTY,HOLIDAY,HCLUS,PROMOTION,PRO_PERCENT
A01,PG01,P01,ITEM008,201525,2015,25,511,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201526,2015,26,1239,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201527,2015,27,1914,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201528,2015,28,1549,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201529,2015,29,1453,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201530,2015,30,532,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201531,2015,31,748,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201532,2015,32,523,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201533,2015,33,363,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201534,2015,34,250,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201535,2015,35,278,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201536,2015,36,489,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201537,2015,37,523,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201538,2015,38,309,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201539,2015,39,240,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201540,2015,40,262,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201541,2015,41,243,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201542,2015,42,297,Y,2,Y,0.214592275
A01,PG01,P01,ITEM008,201543,2015,43,296,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201544,2015,44,177,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201545,2015,45,1234,Y,0,Y,0.35751073
A01,PG01,P01,ITEM008,201546,2015,46,1374,Y,0,Y,0.35751073
A01,PG01,P01,ITEM008,201547,2015,47,1377,Y,0,Y,0.35751073
A01,PG01,P01,ITEM008,201548,2015,48,2740,Y,0,Y,0.35751073
A01,PG01,P01,ITEM008,201549,2015,49,1863,Y,0,Y,0.35751073
A01,PG01,P01,ITEM008,201550,2015,50,219,N,4,N,0
A01,PG01,P01,ITEM008,201551,2015,51,210,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201552,2015,52,204,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201553,2015,53,256,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201601,2016,1,162,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201602,2016,2,270,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201603,2016,3,392,Y,2,Y,0.286695279
A01,PG01,P01,ITEM008,201604,2016,4,986,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201605,2016,5,610,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201606,2016,6,203,N,4,N,0
A01,PG01,P01,ITEM008,201607,2016,7,278,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201608,2016,8,453,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201609,2016,9,400,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201610,2016,10,198,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201611,2016,11,133,N,4,N,0
A01,PG01,P01,ITEM008,201612,2016,12,267,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201613,2016,13,340,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201614,2016,14,310,N,4,Y,0.286695279
A01,PG01,P01,ITEM008,201615,2016,15,188,N,4,N,0
A01,PG01,P01,ITEM008,201616,2016,16,156,N,4,Y,0.14248927
A01,PG01,P01,ITEM008,201617,2016,17,208,N,4,Y,0.14248927
A01,PG01,P01,ITEM008,201618,2016,18,156,N,4,Y,0.14248927
A01,PG01,P01,ITEM008,201619,2016,19,155,N,4,Y,0.14248927
A01,PG01,P01,ITEM008,201620,2016,20,190,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201621,2016,21,326,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201622,2016,22,287,Y,1,Y,0.214592275
A01,PG01,P01,ITEM008,201623,2016,23,225,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201624,2016,24,156,N,4,Y,0.214592275
A01,PG01,P01,ITEM008,201625,2016,25,655,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201626,2016,26,927,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201627,2016,27,1009,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201628,2016,28,909,Y,1,Y,0.286695279
A01,PG01,P01,ITEM008,201629,2016,29,398,Y,1,N,0
A01,PG01,P01,ITEM008,201630,2016,30,399,N,4,N,0
A01,PG01,P01,ITEM008,201631,2016,31,115,N,4,N,0
A01,PG01,P01,ITEM008,201632,2016,32,91,N,4,N,0
A01,PG01,P01,ITEM008,201633,2016,33,98,N,4,N,0
A01,PG01,P01,ITEM008,201634,2016,34,56,Y,1,N,0
A01,PG01,P01,ITEM008,201635,2016,35,10,Y,1,N,0
A01,PG01,P01,ITEM008,201636,2016,36,7,Y,1,N,0
A01,PG01,P01,ITEM008,201637,2016,37,15,N,4,N,0
A01,PG01,P01,ITEM008,201638,2016,38,6,N,4,N,0
A01,PG01,P01,ITEM008,201639,2016,39,5,N,4,N,0
A01,PG01,P01,ITEM008,201641,2016,41,1,Y,2,N,0
A01,PG01,P01,ITEM009,201501,2015,1,56,Y,1,Y,0.230354391
A01,PG01,P01,ITEM009,201502,2015,2,41,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201503,2015,3,42,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201504,2015,4,63,Y,2,Y,0.23174114
A01,PG01,P01,ITEM009,201505,2015,5,29,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201506,2015,6,33,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201507,2015,7,43,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201508,2015,8,49,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201509,2015,9,34,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201510,2015,10,29,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201511,2015,11,27,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201512,2015,12,17,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201513,2015,13,18,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201514,2015,14,8,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201515,2015,15,20,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201516,2015,16,13,N,4,N,0
A01,PG01,P01,ITEM009,201517,2015,17,12,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201518,2015,18,31,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201519,2015,19,26,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201520,2015,20,19,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201521,2015,21,16,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201522,2015,22,26,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201523,2015,23,14,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201524,2015,24,12,N,4,N,0
A01,PG01,P01,ITEM009,201525,2015,25,38,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201526,2015,26,48,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201527,2015,27,92,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201528,2015,28,56,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201529,2015,29,46,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201530,2015,30,46,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201531,2015,31,36,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201532,2015,32,54,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201533,2015,33,23,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201534,2015,34,15,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201535,2015,35,15,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201536,2015,36,16,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201537,2015,37,27,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201538,2015,38,17,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201539,2015,39,7,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201540,2015,40,24,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201541,2015,41,5,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201542,2015,42,18,Y,2,Y,0.154083205
A01,PG01,P01,ITEM009,201543,2015,43,14,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201544,2015,44,10,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201545,2015,45,44,Y,0,Y,0.308012327
A01,PG01,P01,ITEM009,201546,2015,46,42,Y,0,Y,0.308012327
A01,PG01,P01,ITEM009,201547,2015,47,53,Y,0,Y,0.308012327
A01,PG01,P01,ITEM009,201548,2015,48,61,Y,0,Y,0.308012327
A01,PG01,P01,ITEM009,201549,2015,49,49,Y,0,Y,0.308012327
A01,PG01,P01,ITEM009,201550,2015,50,16,N,4,N,0
A01,PG01,P01,ITEM009,201551,2015,51,9,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201552,2015,52,7,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201553,2015,53,14,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201601,2016,1,10,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201602,2016,2,24,N,4,Y,0.308012327
A01,PG01,P01,ITEM009,201603,2016,3,34,Y,2,Y,0.308012327
A01,PG01,P01,ITEM009,201604,2016,4,75,N,4,Y,0.308012327
A01,PG01,P01,ITEM009,201605,2016,5,63,N,4,Y,0.308012327
A01,PG01,P01,ITEM009,201606,2016,6,23,N,4,N,0
A01,PG01,P01,ITEM009,201607,2016,7,10,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201608,2016,8,25,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201609,2016,9,34,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201610,2016,10,16,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201611,2016,11,9,N,4,N,0
A01,PG01,P01,ITEM009,201612,2016,12,29,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201613,2016,13,25,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201614,2016,14,19,N,4,Y,0.23174114
A01,PG01,P01,ITEM009,201615,2016,15,7,N,4,N,0
A01,PG01,P01,ITEM009,201616,2016,16,6,N,4,N,0
A01,PG01,P01,ITEM009,201617,2016,17,8,N,4,N,0
A01,PG01,P01,ITEM009,201618,2016,18,6,N,4,N,0
A01,PG01,P01,ITEM009,201619,2016,19,4,N,4,N,0
A01,PG01,P01,ITEM009,201620,2016,20,10,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201621,2016,21,11,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201622,2016,22,11,Y,1,Y,0.154083205
A01,PG01,P01,ITEM009,201623,2016,23,12,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201624,2016,24,2,N,4,Y,0.154083205
A01,PG01,P01,ITEM009,201625,2016,25,18,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201626,2016,26,26,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201627,2016,27,34,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201628,2016,28,29,Y,1,Y,0.23174114
A01,PG01,P01,ITEM009,201629,2016,29,32,Y,1,N,0
A01,PG01,P01,ITEM009,201630,2016,30,21,N,4,N,0
A01,PG01,P01,ITEM009,201631,2016,31,2,N,4,N,0
A01,PG01,P01,ITEM009,201632,2016,32,11,N,4,N,0
A01,PG01,P01,ITEM009,201633,2016,33,3,N,4,N,0
A01,PG01,P01,ITEM009,201634,2016,34,1,Y,1,N,0
A01,PG01,P01,ITEM009,201635,2016,35,4,Y,1,N,0
A01,PG01,P01,ITEM009,201639,2016,39,1,N,4,N,0
A01,PG01,P01,ITEM010,201501,2015,1,22,Y,1,Y,0.186733417
A01,PG01,P01,ITEM010,201502,2015,2,19,N,4,Y,0.186733417
A01,PG01,P01,ITEM010,201503,2015,3,8,N,4,N,0
A01,PG01,P01,ITEM010,201504,2015,4,12,Y,2,N,0
A01,PG01,P01,ITEM010,201505,2015,5,56,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201506,2015,6,26,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201507,2015,7,34,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201508,2015,8,27,Y,1,N,0
A01,PG01,P01,ITEM010,201509,2015,9,25,N,4,N,0
A01,PG01,P01,ITEM010,201510,2015,10,40,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201511,2015,11,57,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201512,2015,12,47,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201513,2015,13,25,N,4,N,0
A01,PG01,P01,ITEM010,201514,2015,14,28,N,4,N,0
A01,PG01,P01,ITEM010,201515,2015,15,46,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201516,2015,16,67,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201517,2015,17,48,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201518,2015,18,46,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201519,2015,19,23,N,4,N,0
A01,PG01,P01,ITEM010,201520,2015,20,21,Y,1,N,0
A01,PG01,P01,ITEM010,201521,2015,21,15,Y,1,N,0
A01,PG01,P01,ITEM010,201522,2015,22,17,Y,1,N,0
A01,PG01,P01,ITEM010,201523,2015,23,11,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201524,2015,24,16,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201525,2015,25,17,Y,1,Y,0.187859825
A01,PG01,P01,ITEM010,201526,2015,26,19,Y,1,Y,0.187859825
A01,PG01,P01,ITEM010,201527,2015,27,18,Y,1,N,0
A01,PG01,P01,ITEM010,201528,2015,28,17,Y,1,N,0
A01,PG01,P01,ITEM010,201529,2015,29,16,Y,1,Y,0.187859825
A01,PG01,P01,ITEM010,201530,2015,30,9,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201531,2015,31,10,N,4,N,0
A01,PG01,P01,ITEM010,201532,2015,32,10,N,4,N,0
A01,PG01,P01,ITEM010,201533,2015,33,13,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201534,2015,34,23,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201535,2015,35,11,Y,1,Y,0.187859825
A01,PG01,P01,ITEM010,201536,2015,36,10,Y,1,N,0
A01,PG01,P01,ITEM010,201537,2015,37,13,Y,1,N,0
A01,PG01,P01,ITEM010,201538,2015,38,10,N,4,N,0
A01,PG01,P01,ITEM010,201539,2015,39,11,N,4,N,0
A01,PG01,P01,ITEM010,201540,2015,40,10,N,4,N,0
A01,PG01,P01,ITEM010,201541,2015,41,10,N,4,N,0
A01,PG01,P01,ITEM010,201542,2015,42,11,Y,2,N,0
A01,PG01,P01,ITEM010,201543,2015,43,10,N,4,N,0
A01,PG01,P01,ITEM010,201544,2015,44,5,N,4,N,0
A01,PG01,P01,ITEM010,201545,2015,45,9,Y,0,N,0
A01,PG01,P01,ITEM010,201546,2015,46,17,Y,0,N,0
A01,PG01,P01,ITEM010,201547,2015,47,7,Y,0,N,0
A01,PG01,P01,ITEM010,201548,2015,48,21,Y,0,N,0
A01,PG01,P01,ITEM010,201549,2015,49,18,Y,0,N,0
A01,PG01,P01,ITEM010,201550,2015,50,3,N,4,N,0
A01,PG01,P01,ITEM010,201551,2015,51,4,N,4,N,0
A01,PG01,P01,ITEM010,201552,2015,52,7,Y,1,N,0
A01,PG01,P01,ITEM010,201553,2015,53,9,Y,1,N,0
A01,PG01,P01,ITEM010,201601,2016,1,2,N,4,N,0
A01,PG01,P01,ITEM010,201602,2016,2,8,N,4,N,0
A01,PG01,P01,ITEM010,201603,2016,3,9,Y,2,N,0
A01,PG01,P01,ITEM010,201604,2016,4,8,N,4,N,0
A01,PG01,P01,ITEM010,201605,2016,5,14,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201606,2016,6,25,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201607,2016,7,24,Y,1,Y,0.187859825
A01,PG01,P01,ITEM010,201608,2016,8,19,N,4,Y,0.187859825
A01,PG01,P01,ITEM010,201609,2016,9,11,N,4,N,0
A01,PG01,P01,ITEM010,201610,2016,10,23,N,4,N,0
A01,PG01,P01,ITEM010,201611,2016,11,17,N,4,N,0
A01,PG01,P01,ITEM010,201612,2016,12,15,N,4,Y,0.187859825
