REGIONID,PRODUCT,YEARWEEK,QTY
A03,PRODUCT34,201403,610
A03,PRODUCT47,201403,226
A03,PRODUCT56,201403,122
A03,PRODUCT57,201403,1398
A03,PRODUCT12,201403,5838
A03,PRODUCT1,201403,151
A03,PRODUCT33,201403,383
A03,PRODUCT14,201403,69
A03,PRODUCT62,201403,1304
A19,PRODUCT58,201403,0
A19,PRODUCT59,201403,32110
A19,PRODUCT34,201403,920
A16,PRODUCT58,201403,0
A16,PRODUCT63,201403,4944
A16,PRODUCT15,201403,640
A16,PRODUCT4,201403,2307
A16,PRODUCT16,201403,12
A16,PRODUCT59,201403,63255
A16,PRODUCT34,201403,946
A16,PRODUCT38,201403,1838
A16,PRODUCT26,201403,107
A16,PRODUCT64,201403,208
A16,PRODUCT48,201403,62
A16,PRODUCT49,201403,17
A16,PRODUCT74,201403,8
A16,PRODUCT40,201403,282
A16,PRODUCT47,201403,72
A16,PRODUCT60,201403,1108
A16,PRODUCT56,201403,984
A16,PRODUCT12,201403,28102
A16,PRODUCT1,201403,3225
A16,PRODUCT41,201403,169
A16,PRODUCT51,201403,1
A16,PRODUCT68,201403,7
A16,PRODUCT33,201403,2414
A16,PRODUCT14,201403,89
A10,PRODUCT2,201403,0
A10,PRODUCT58,201403,0
A10,PRODUCT63,201403,6787
A15,PRODUCT1,201402,1303
A15,PRODUCT33,201402,2489
A40,PRODUCT16,201404,449
A40,PRODUCT59,201404,37062
A40,PRODUCT34,201404,3660
A40,PRODUCT40,201404,89
A40,PRODUCT47,201404,0
A40,PRODUCT60,201404,3850
A40,PRODUCT56,201404,80
A40,PRODUCT57,201404,17
A40,PRODUCT12,201404,58500
A40,PRODUCT1,201404,3931
A40,PRODUCT33,201404,7242
A45,PRODUCT58,201404,0
A45,PRODUCT59,201404,7128
A45,PRODUCT34,201404,459
A45,PRODUCT40,201404,0
A45,PRODUCT47,201404,0
A45,PRODUCT60,201404,800
A45,PRODUCT56,201404,37
A45,PRODUCT57,201404,52
A45,PRODUCT12,201404,5900
A45,PRODUCT1,201404,344
A45,PRODUCT33,201404,1569
A44,PRODUCT58,201404,0
A44,PRODUCT59,201404,13512
A44,PRODUCT34,201404,1126
A44,PRODUCT47,201404,0
A44,PRODUCT60,201404,748
A44,PRODUCT56,201404,40
A44,PRODUCT57,201404,201
A44,PRODUCT12,201404,3020
A44,PRODUCT1,201404,204
A44,PRODUCT33,201404,1707
A47,PRODUCT2,201404,0
A47,PRODUCT58,201404,0
A47,PRODUCT59,201404,236699
A47,PRODUCT34,201404,6707
A48,PRODUCT35,201404,0
A48,PRODUCT25,201404,0
A48,PRODUCT3,201404,0
A48,PRODUCT72,201404,0
A48,PRODUCT40,201404,416
A48,PRODUCT47,201404,1154
A48,PRODUCT13,201404,162
A48,PRODUCT73,201404,2425
A48,PRODUCT60,201404,49
A48,PRODUCT56,201404,3009
A48,PRODUCT57,201404,1944
A48,PRODUCT61,201404,14
A48,PRODUCT12,201404,11349
A48,PRODUCT1,201404,9290
A77,PRODUCT12,201404,2628
A77,PRODUCT1,201404,1623
A48,PRODUCT33,201404,2388
A48,PRODUCT62,201404,3868
A61,PRODUCT58,201404,0
A61,PRODUCT59,201404,2062
A61,PRODUCT34,201404,508
A33,PRODUCT58,201404,0
A33,PRODUCT59,201404,14683
A33,PRODUCT34,201404,384
A34,PRODUCT58,201404,0
A34,PRODUCT59,201404,46384
A34,PRODUCT34,201404,1574
A34,PRODUCT12,201404,0
A35,PRODUCT58,201404,0
A35,PRODUCT59,201404,6840
A35,PRODUCT34,201404,0
A36,PRODUCT59,201404,0
A42,PRODUCT58,201404,0
A42,PRODUCT59,201404,1412
A42,PRODUCT34,201404,12
A54,PRODUCT58,201404,0
A54,PRODUCT59,201404,3438
A54,PRODUCT34,201404,183
A55,PRODUCT58,201404,0
A55,PRODUCT59,201404,373
A55,PRODUCT34,201404,7
A00,PRODUCT58,201404,0
A00,PRODUCT59,201404,8553
A00,PRODUCT34,201404,532
A29,PRODUCT58,201404,0
A29,PRODUCT59,201404,11972
A29,PRODUCT34,201404,1707
A63,PRODUCT58,201404,0
A63,PRODUCT59,201404,829
A63,PRODUCT34,201404,52
A66,PRODUCT58,201404,0
A66,PRODUCT59,201404,302
A66,PRODUCT34,201404,53
A67,PRODUCT58,201404,0
A67,PRODUCT59,201404,7676
A67,PRODUCT34,201404,650
A69,PRODUCT58,201404,0
A69,PRODUCT59,201404,386
A69,PRODUCT34,201404,151
A68,PRODUCT58,201404,0
A68,PRODUCT59,201404,1416
A68,PRODUCT34,201404,250
A53,PRODUCT58,201404,0
A53,PRODUCT59,201404,1813
A53,PRODUCT34,201404,47
A70,PRODUCT58,201404,0
A70,PRODUCT59,201404,309
A70,PRODUCT34,201404,60
A12,PRODUCT34,201405,1267
A12,PRODUCT40,201405,26
A12,PRODUCT47,201405,13
A12,PRODUCT60,201405,317
A12,PRODUCT56,201405,42
A12,PRODUCT57,201405,173
A12,PRODUCT12,201405,13872
A12,PRODUCT1,201405,472
A12,PRODUCT33,201405,701
A12,PRODUCT14,201405,22
A08,PRODUCT58,201405,0
A08,PRODUCT63,201405,1940
A08,PRODUCT15,201405,278
A08,PRODUCT4,201405,2104
A08,PRODUCT16,201405,35
A08,PRODUCT36,201405,3
A44,PRODUCT56,201401,26
A44,PRODUCT57,201401,246
A44,PRODUCT12,201401,8196
A44,PRODUCT1,201401,501
A44,PRODUCT33,201401,1869
A47,PRODUCT2,201401,0
A47,PRODUCT58,201401,0
A47,PRODUCT59,201401,77407
A47,PRODUCT34,201401,4065
A48,PRODUCT35,201401,0
A48,PRODUCT25,201401,0
A48,PRODUCT3,201401,0
A48,PRODUCT72,201401,0
A48,PRODUCT40,201401,300
A48,PRODUCT47,201401,1175
A48,PRODUCT13,201401,80
A48,PRODUCT73,201401,2832
A48,PRODUCT60,201401,42
A48,PRODUCT56,201401,2867
A48,PRODUCT57,201401,1986
A48,PRODUCT61,201401,2
A48,PRODUCT12,201401,10350
A48,PRODUCT1,201401,8747
A77,PRODUCT12,201401,3821
A77,PRODUCT1,201401,3580
A48,PRODUCT33,201401,2227
A48,PRODUCT62,201401,3561
A61,PRODUCT58,201401,0
A61,PRODUCT59,201401,2984
A61,PRODUCT34,201401,290
A33,PRODUCT58,201401,0
A33,PRODUCT59,201401,14473
A33,PRODUCT34,201401,601
A34,PRODUCT58,201401,0
A34,PRODUCT59,201401,62372
A34,PRODUCT34,201401,1984
A34,PRODUCT12,201401,0
A35,PRODUCT58,201401,0
A35,PRODUCT59,201401,4067
A35,PRODUCT34,201401,0
A36,PRODUCT59,201401,0
A42,PRODUCT58,201401,0
A42,PRODUCT59,201401,1347
A42,PRODUCT34,201401,10
A54,PRODUCT58,201401,0
A54,PRODUCT59,201401,1912
A54,PRODUCT34,201401,499
A55,PRODUCT58,201401,0
A55,PRODUCT59,201401,508
A55,PRODUCT34,201401,11
A00,PRODUCT58,201401,0
A00,PRODUCT59,201401,9988
A00,PRODUCT34,201401,661
A29,PRODUCT58,201401,0
A29,PRODUCT59,201401,11041
A29,PRODUCT34,201401,1623
A63,PRODUCT58,201401,0
A63,PRODUCT59,201401,770
A63,PRODUCT34,201401,132
A66,PRODUCT58,201401,0
A66,PRODUCT59,201401,583
A66,PRODUCT34,201401,65
A67,PRODUCT58,201401,0
A67,PRODUCT59,201401,5372
A67,PRODUCT34,201401,457
A69,PRODUCT58,201401,0
A69,PRODUCT59,201401,697
A69,PRODUCT34,201401,299
A68,PRODUCT58,201401,0
A68,PRODUCT59,201401,1061
A68,PRODUCT34,201401,207
A53,PRODUCT58,201401,0
A53,PRODUCT59,201401,2222
A53,PRODUCT34,201401,46
A70,PRODUCT58,201401,0
A70,PRODUCT59,201401,341
A70,PRODUCT34,201401,66
A12,PRODUCT34,201402,1126
A12,PRODUCT40,201402,19
A12,PRODUCT47,201402,5
A12,PRODUCT60,201402,372
A12,PRODUCT56,201402,58
A12,PRODUCT57,201402,184
A12,PRODUCT12,201402,12609
A12,PRODUCT1,201402,438
A12,PRODUCT33,201402,676
A12,PRODUCT14,201402,36
A08,PRODUCT58,201402,0
A08,PRODUCT63,201402,907
A08,PRODUCT15,201402,199
A08,PRODUCT4,201402,1016
A08,PRODUCT16,201402,47
A08,PRODUCT36,201402,-1
A08,PRODUCT59,201402,34895
A08,PRODUCT34,201402,1027
A08,PRODUCT40,201402,218
A08,PRODUCT47,201402,10
A08,PRODUCT60,201402,730
A08,PRODUCT56,201402,162
A08,PRODUCT57,201402,13
A08,PRODUCT61,201402,1
A08,PRODUCT12,201402,17281
A08,PRODUCT1,201402,1165
A08,PRODUCT33,201402,1667
A08,PRODUCT14,201402,319
A58,PRODUCT58,201402,0
A58,PRODUCT59,201402,9091
A58,PRODUCT34,201402,257
A58,PRODUCT47,201402,0
A58,PRODUCT60,201402,49
A58,PRODUCT56,201402,4
A58,PRODUCT57,201402,9
A58,PRODUCT12,201402,5990
A58,PRODUCT1,201402,443
A58,PRODUCT33,201402,29
A38,PRODUCT58,201402,0
A38,PRODUCT59,201402,10821
A38,PRODUCT34,201402,706
A38,PRODUCT60,201402,0
A38,PRODUCT56,201402,0
A38,PRODUCT57,201402,0
A38,PRODUCT12,201402,0
A38,PRODUCT33,201402,0
A14,PRODUCT58,201402,0
A14,PRODUCT63,201402,299
A14,PRODUCT15,201402,196
A14,PRODUCT4,201402,387
A14,PRODUCT16,201402,128
A14,PRODUCT36,201402,1
A14,PRODUCT5,201402,0
A14,PRODUCT59,201402,7037
A14,PRODUCT34,201402,254
A14,PRODUCT26,201402,0
A14,PRODUCT64,201402,0
A14,PRODUCT48,201402,0
A14,PRODUCT49,201402,0
A14,PRODUCT74,201402,0
A14,PRODUCT40,201402,6
A64,PRODUCT33,201401,31
A64,PRODUCT14,201401,9
A43,PRODUCT58,201401,0
A43,PRODUCT63,201401,58
A43,PRODUCT15,201401,33
A43,PRODUCT4,201401,92
A43,PRODUCT16,201401,23
A43,PRODUCT59,201401,2552
A43,PRODUCT34,201401,159
A43,PRODUCT47,201401,0
A43,PRODUCT60,201401,142
A43,PRODUCT56,201401,7
A43,PRODUCT57,201401,0
A43,PRODUCT12,201401,1429
A43,PRODUCT1,201401,125
A43,PRODUCT33,201401,104
A43,PRODUCT14,201401,0
A59,PRODUCT58,201401,0
A59,PRODUCT63,201401,250
A59,PRODUCT15,201401,180
A59,PRODUCT4,201401,129
A59,PRODUCT16,201401,79
A59,PRODUCT36,201401,2
A59,PRODUCT59,201401,2090
A59,PRODUCT34,201401,192
A59,PRODUCT47,201401,0
A59,PRODUCT60,201401,28
A59,PRODUCT56,201401,6
A59,PRODUCT57,201401,28
A59,PRODUCT12,201401,2781
A59,PRODUCT1,201401,243
A59,PRODUCT33,201401,78
A21,PRODUCT58,201401,0
A21,PRODUCT63,201401,26
A21,PRODUCT15,201401,41
A21,PRODUCT4,201401,39
A21,PRODUCT16,201401,11
A21,PRODUCT59,201401,14833
A21,PRODUCT34,201401,512
A21,PRODUCT47,201401,4
A21,PRODUCT60,201401,53
A21,PRODUCT56,201401,148
A21,PRODUCT57,201401,519
A21,PRODUCT12,201401,2231
A21,PRODUCT1,201401,0
A21,PRODUCT33,201401,302
A21,PRODUCT14,201401,0
A21,PRODUCT62,201401,633
A27,PRODUCT58,201401,0
A27,PRODUCT63,201401,5
A27,PRODUCT15,201401,193
A27,PRODUCT4,201401,11
A27,PRODUCT16,201401,0
A27,PRODUCT59,201401,148012
A27,PRODUCT34,201401,3843
A27,PRODUCT40,201401,697
A27,PRODUCT47,201401,0
A27,PRODUCT60,201401,0
A27,PRODUCT56,201401,3
A27,PRODUCT57,201401,363
A27,PRODUCT12,201401,14507
A27,PRODUCT33,201401,14
A27,PRODUCT62,201401,254
A27,PRODUCT17,201401,330
A23,PRODUCT58,201401,0
A23,PRODUCT63,201401,4870
A23,PRODUCT15,201401,339
A23,PRODUCT4,201401,2560
A23,PRODUCT16,201401,21
A23,PRODUCT36,201401,0
A23,PRODUCT59,201401,22797
A23,PRODUCT34,201401,834
A23,PRODUCT47,201401,680
A23,PRODUCT60,201401,615
A23,PRODUCT56,201401,528
A23,PRODUCT57,201401,1653
A23,PRODUCT12,201401,11371
A23,PRODUCT1,201401,2
A23,PRODUCT33,201401,2230
A23,PRODUCT14,201401,0
A23,PRODUCT62,201401,1122
A65,PRODUCT58,201401,0
A65,PRODUCT59,201401,3077
A65,PRODUCT34,201401,204
A65,PRODUCT40,201401,34
A65,PRODUCT47,201401,11
A65,PRODUCT60,201401,58
A65,PRODUCT56,201401,59
A65,PRODUCT57,201401,58
A65,PRODUCT12,201401,907
A65,PRODUCT1,201401,163
A65,PRODUCT33,201401,121
A65,PRODUCT14,201401,0
A65,PRODUCT62,201401,183
A24,PRODUCT58,201401,0
A24,PRODUCT63,201401,87
A24,PRODUCT15,201401,1091
A24,PRODUCT4,201401,887
A24,PRODUCT16,201401,56
A24,PRODUCT59,201401,28918
A24,PRODUCT34,201401,8983
A24,PRODUCT40,201401,0
A24,PRODUCT47,201401,0
A24,PRODUCT56,201401,307
A24,PRODUCT57,201401,2234
A46,PRODUCT58,201401,0
A46,PRODUCT59,201401,0
A46,PRODUCT34,201401,0
A01,PRODUCT2,201401,225
A01,PRODUCT6,201401,0
A01,PRODUCT58,201401,0
A01,PRODUCT63,201401,47708
A01,PRODUCT15,201401,5684
A01,PRODUCT4,201401,18722
A01,PRODUCT16,201401,1316
A01,PRODUCT59,201401,253391
A01,PRODUCT34,201401,14836
A01,PRODUCT7,201401,1153
A01,PRODUCT75,201401,15798
A01,PRODUCT8,201401,164
A01,PRODUCT19,201401,1519
A01,PRODUCT20,201401,41
A01,PRODUCT47,201401,5650
A01,PRODUCT60,201401,13
A01,PRODUCT56,201401,5000
A01,PRODUCT57,201401,9660
A01,PRODUCT12,201401,139564
A01,PRODUCT1,201401,14115
A01,PRODUCT33,201401,7043
A01,PRODUCT14,201401,9844
A01,PRODUCT62,201401,5987
A02,PRODUCT2,201401,6198
A02,PRODUCT6,201401,0
A02,PRODUCT58,201401,294
A02,PRODUCT63,201401,2309
A02,PRODUCT4,201401,2792
A02,PRODUCT16,201401,0
A02,PRODUCT59,201401,32183
A02,PRODUCT34,201401,1104
A02,PRODUCT47,201401,1844
A02,PRODUCT60,201401,62
A02,PRODUCT56,201401,93
A02,PRODUCT57,201401,70
A02,PRODUCT12,201401,9487
A02,PRODUCT1,201401,321
A02,PRODUCT33,201401,2089
A02,PRODUCT14,201401,2272
A02,PRODUCT62,201401,505
A03,PRODUCT2,201401,1412
A03,PRODUCT6,201401,10
A03,PRODUCT58,201401,277
A03,PRODUCT63,201401,3435
A03,PRODUCT15,201401,2996
A03,PRODUCT4,201401,1755
A03,PRODUCT16,201401,4372
A03,PRODUCT59,201401,29695
A03,PRODUCT34,201401,598
A03,PRODUCT47,201401,168
A03,PRODUCT56,201401,152
A03,PRODUCT57,201401,1473
A03,PRODUCT12,201401,11114
A03,PRODUCT1,201401,325
A03,PRODUCT33,201401,651
A03,PRODUCT14,201401,76
A03,PRODUCT62,201401,1437
A19,PRODUCT58,201401,0
A19,PRODUCT59,201401,28898
A19,PRODUCT34,201401,977
A16,PRODUCT58,201401,0
A16,PRODUCT63,201401,5668
A16,PRODUCT15,201401,17
A16,PRODUCT4,201401,9681
A16,PRODUCT16,201401,8
A16,PRODUCT59,201401,64499
A16,PRODUCT34,201401,1637
A16,PRODUCT38,201401,2971
A16,PRODUCT26,201401,114
A16,PRODUCT64,201401,223
A16,PRODUCT48,201401,89
A16,PRODUCT49,201401,15
A16,PRODUCT74,201401,8
A16,PRODUCT40,201401,413
A16,PRODUCT47,201401,61
A16,PRODUCT60,201401,3390
A16,PRODUCT56,201401,1358
A16,PRODUCT12,201401,55343
A16,PRODUCT1,201401,3577
A16,PRODUCT41,201401,538
A16,PRODUCT51,201401,1
A16,PRODUCT68,201401,2
A16,PRODUCT33,201401,5718
A16,PRODUCT14,201401,51
A10,PRODUCT2,201401,0
A10,PRODUCT58,201401,0
A10,PRODUCT63,201401,10828
A10,PRODUCT15,201401,425
A10,PRODUCT4,201401,5606
A10,PRODUCT16,201401,756
A10,PRODUCT59,201401,86437
A10,PRODUCT34,201401,7609
A10,PRODUCT40,201401,15
A10,PRODUCT47,201401,10
A10,PRODUCT60,201401,478
A10,PRODUCT56,201401,140
A10,PRODUCT61,201401,0
A10,PRODUCT12,201401,52065
A10,PRODUCT1,201401,4221
A10,PRODUCT33,201401,773
A10,PRODUCT14,201401,78
A15,PRODUCT2,201401,18946
A15,PRODUCT6,201401,113
A15,PRODUCT58,201401,163
A15,PRODUCT63,201401,3919
A15,PRODUCT15,201401,1110
A15,PRODUCT4,201401,2944
A15,PRODUCT16,201401,1726
A15,PRODUCT36,201401,0
A15,PRODUCT59,201401,45394
A15,PRODUCT34,201401,1382
A15,PRODUCT40,201401,79
A15,PRODUCT47,201401,2
A15,PRODUCT60,201401,566
A15,PRODUCT56,201401,44
A15,PRODUCT57,201401,13
A15,PRODUCT12,201401,26990
A15,PRODUCT1,201401,2613
A15,PRODUCT33,201401,1147
A15,PRODUCT14,201401,44
A09,PRODUCT2,201401,0
A09,PRODUCT58,201401,0
A09,PRODUCT63,201401,1623
A09,PRODUCT15,201401,390
A09,PRODUCT4,201401,738
A09,PRODUCT16,201401,295
A09,PRODUCT59,201401,45444
A09,PRODUCT34,201401,3470
A09,PRODUCT40,201401,88
A09,PRODUCT47,201401,24
A09,PRODUCT60,201401,701
A09,PRODUCT56,201401,194
A09,PRODUCT57,201401,133
A09,PRODUCT61,201401,52
A09,PRODUCT12,201401,12273
A09,PRODUCT1,201401,1214
A09,PRODUCT33,201401,617
A09,PRODUCT14,201401,7
A11,PRODUCT58,201401,0
A11,PRODUCT63,201401,123
A11,PRODUCT15,201401,70
A11,PRODUCT4,201401,80
A11,PRODUCT16,201401,44
A11,PRODUCT59,201401,5178
A11,PRODUCT34,201401,44
A11,PRODUCT40,201401,30
A11,PRODUCT60,201401,100
A11,PRODUCT56,201401,5
A11,PRODUCT57,201401,2
A11,PRODUCT12,201401,1947
A11,PRODUCT1,201401,367
A11,PRODUCT33,201401,282
A51,PRODUCT58,201401,0
A51,PRODUCT63,201401,113
A51,PRODUCT15,201401,117
A51,PRODUCT4,201401,129
A51,PRODUCT16,201401,113
A51,PRODUCT59,201401,4698
A51,PRODUCT34,201401,162
A51,PRODUCT40,201401,8
A51,PRODUCT47,201401,0
A51,PRODUCT60,201401,94
A51,PRODUCT56,201401,7
A51,PRODUCT12,201401,7270
A51,PRODUCT1,201401,180
A51,PRODUCT33,201401,60
A51,PRODUCT14,201401,0
A12,PRODUCT58,201401,0
A12,PRODUCT63,201401,416
A12,PRODUCT15,201401,133
A12,PRODUCT4,201401,125
A12,PRODUCT16,201401,15
A12,PRODUCT59,201401,39585
A24,PRODUCT12,201401,9225
A24,PRODUCT33,201401,989
A24,PRODUCT14,201401,10
A24,PRODUCT62,201401,2242
A24,PRODUCT17,201401,40
A26,PRODUCT58,201401,0
A26,PRODUCT63,201401,745
A26,PRODUCT15,201401,67
A26,PRODUCT4,201401,595
A26,PRODUCT16,201401,29
A26,PRODUCT59,201401,29892
A26,PRODUCT34,201401,7140
A26,PRODUCT40,201401,523
A26,PRODUCT47,201401,1
A26,PRODUCT60,201401,31
A26,PRODUCT56,201401,72
A26,PRODUCT57,201401,2658
A26,PRODUCT61,201401,2
A26,PRODUCT12,201401,11432
A26,PRODUCT1,201401,2
A26,PRODUCT33,201401,349
A26,PRODUCT14,201401,0
A26,PRODUCT62,201401,4544
A26,PRODUCT17,201401,4138
A25,PRODUCT58,201401,0
A25,PRODUCT59,201401,2391
A25,PRODUCT34,201401,1182
A25,PRODUCT40,201401,53
A25,PRODUCT47,201401,3
A25,PRODUCT13,201401,0
A25,PRODUCT60,201401,58
A25,PRODUCT56,201401,40
A25,PRODUCT57,201401,713
A25,PRODUCT12,201401,4927
A25,PRODUCT1,201401,0
A25,PRODUCT33,201401,13
A25,PRODUCT14,201401,1
A25,PRODUCT62,201401,286
A25,PRODUCT17,201401,0
A28,PRODUCT58,201401,0
A28,PRODUCT63,201401,537
A28,PRODUCT15,201401,526
A28,PRODUCT4,201401,704
A28,PRODUCT16,201401,0
A28,PRODUCT59,201401,19808
A28,PRODUCT34,201401,4216
A28,PRODUCT40,201401,0
A28,PRODUCT47,201401,1
A28,PRODUCT60,201401,17
A28,PRODUCT56,201401,39
A28,PRODUCT57,201401,355
A28,PRODUCT12,201401,2828
A28,PRODUCT1,201401,8
A28,PRODUCT33,201401,49
A28,PRODUCT62,201401,444
A22,PRODUCT58,201401,0
A22,PRODUCT59,201401,5024
A22,PRODUCT34,201401,767
A22,PRODUCT56,201401,197
A22,PRODUCT57,201401,1469
A22,PRODUCT12,201401,9839
A22,PRODUCT33,201401,686
A22,PRODUCT62,201401,1999
A06,PRODUCT58,201401,0
A15,PRODUCT14,201402,37
A09,PRODUCT2,201402,0
A09,PRODUCT58,201402,0
A09,PRODUCT63,201402,1540
A09,PRODUCT15,201402,475
A09,PRODUCT4,201402,977
A09,PRODUCT16,201402,373
A09,PRODUCT59,201402,48207
A09,PRODUCT34,201402,2894
A09,PRODUCT40,201402,275
A09,PRODUCT47,201402,20
A09,PRODUCT60,201402,1374
A09,PRODUCT56,201402,733
A09,PRODUCT57,201402,273
A09,PRODUCT61,201402,80
A09,PRODUCT12,201402,26936
A09,PRODUCT1,201402,1063
A09,PRODUCT33,201402,828
A09,PRODUCT14,201402,26
A11,PRODUCT58,201402,0
A11,PRODUCT63,201402,79
A11,PRODUCT15,201402,70
A11,PRODUCT4,201402,88
A11,PRODUCT16,201402,43
A11,PRODUCT59,201402,6929
A11,PRODUCT34,201402,44
A11,PRODUCT40,201402,23
A11,PRODUCT60,201402,182
A11,PRODUCT56,201402,1
A11,PRODUCT57,201402,3
A11,PRODUCT12,201402,2555
A11,PRODUCT1,201402,326
A11,PRODUCT33,201402,394
A51,PRODUCT58,201402,0
A51,PRODUCT63,201402,96
A51,PRODUCT15,201402,131
A51,PRODUCT4,201402,137
A51,PRODUCT16,201402,126
A51,PRODUCT59,201402,6294
A51,PRODUCT34,201402,207
A51,PRODUCT40,201402,10
A51,PRODUCT47,201402,0
A51,PRODUCT60,201402,70
A51,PRODUCT56,201402,7
A51,PRODUCT12,201402,6475
A51,PRODUCT1,201402,163
A51,PRODUCT33,201402,71
A51,PRODUCT14,201402,0
A12,PRODUCT58,201402,0
A12,PRODUCT63,201402,201
A12,PRODUCT15,201402,104
A12,PRODUCT4,201402,140
A12,PRODUCT16,201402,23
A12,PRODUCT59,201402,35585
A24,PRODUCT56,201402,179
A24,PRODUCT57,201402,1768
A24,PRODUCT12,201402,6242
A24,PRODUCT33,201402,818
A24,PRODUCT14,201402,10
A24,PRODUCT62,201402,2100
A24,PRODUCT17,201402,43
A26,PRODUCT58,201402,0
A26,PRODUCT63,201402,401
A26,PRODUCT15,201402,35
A26,PRODUCT4,201402,368
A26,PRODUCT16,201402,20
A26,PRODUCT59,201402,24313
A26,PRODUCT34,201402,5654
A26,PRODUCT40,201402,331
A26,PRODUCT47,201402,3
A26,PRODUCT60,201402,39
A26,PRODUCT56,201402,66
A26,PRODUCT57,201402,1812
A12,PRODUCT34,201401,1214
A12,PRODUCT40,201401,19
A12,PRODUCT47,201401,8
A12,PRODUCT60,201401,310
A12,PRODUCT56,201401,40
A12,PRODUCT57,201401,182
A12,PRODUCT12,201401,12370
A12,PRODUCT1,201401,720
A12,PRODUCT33,201401,578
A12,PRODUCT14,201401,31
A08,PRODUCT58,201401,0
A08,PRODUCT63,201401,1467
A08,PRODUCT15,201401,244
A08,PRODUCT4,201401,1467
A08,PRODUCT16,201401,35
A08,PRODUCT36,201401,1
A08,PRODUCT59,201401,35320
A08,PRODUCT34,201401,1047
A08,PRODUCT40,201401,103
A08,PRODUCT47,201401,6
A08,PRODUCT60,201401,414
A08,PRODUCT56,201401,88
A08,PRODUCT57,201401,9
A08,PRODUCT61,201401,0
A08,PRODUCT12,201401,21059
A08,PRODUCT1,201401,1436
A08,PRODUCT33,201401,1366
A08,PRODUCT14,201401,258
A58,PRODUCT58,201401,0
A58,PRODUCT59,201401,8747
A58,PRODUCT34,201401,228
A58,PRODUCT47,201401,0
A58,PRODUCT60,201401,47
A58,PRODUCT56,201401,0
A58,PRODUCT57,201401,11
A58,PRODUCT12,201401,4895
A58,PRODUCT1,201401,518
A58,PRODUCT33,201401,12
A38,PRODUCT58,201401,0
A38,PRODUCT59,201401,12227
A38,PRODUCT34,201401,929
A38,PRODUCT60,201401,0
A38,PRODUCT56,201401,0
A38,PRODUCT57,201401,0
A38,PRODUCT12,201401,0
A38,PRODUCT33,201401,0
A14,PRODUCT58,201401,0
A14,PRODUCT63,201401,394
A14,PRODUCT15,201401,210
A14,PRODUCT4,201401,478
A14,PRODUCT16,201401,134
A14,PRODUCT36,201401,0
