REGIONID,PRODUCTGROUP,PRODUCT,ITEM,YEARWEEK,YEAR,WEEK,QTY,HOLIDAY,HCLUS,PROMOTION,PRO_PERCENT
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201522,2015,22,1801,Y,1,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201523,2015,23,1325,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201524,2015,24,607,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201525,2015,25,337,Y,1,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201526,2015,26,2505,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201527,2015,27,4035,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201528,2015,28,3535,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201529,2015,29,2671,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201530,2015,30,436,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201531,2015,31,439,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201532,2015,32,256,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201533,2015,33,147,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201534,2015,34,130,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201535,2015,35,1023,Y,1,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201536,2015,36,2069,Y,1,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201537,2015,37,1835,Y,1,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201538,2015,38,1753,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201539,2015,39,980,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201540,2015,40,1003,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201541,2015,41,924,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201542,2015,42,862,Y,2,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201543,2015,43,572,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201544,2015,44,230,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201545,2015,45,1454,Y,0,Y,0.35751073
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201546,2015,46,2033,Y,0,Y,0.35751073
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201547,2015,47,2033,Y,0,Y,0.35751073
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201548,2015,48,3691,Y,0,Y,0.35751073
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201549,2015,49,1758,Y,0,Y,0.35751073
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201550,2015,50,57,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201551,2015,51,664,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201552,2015,52,1082,Y,1,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201553,2015,53,1750,Y,1,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201601,2016,1,711,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201602,2016,2,16,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201603,2016,3,15,Y,2,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201604,2016,4,424,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201605,2016,5,1139,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201606,2016,6,1504,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201607,2016,7,1552,Y,1,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201608,2016,8,896,N,4,Y,0.23776824
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201609,2016,9,219,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201610,2016,10,753,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201611,2016,11,1318,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201612,2016,12,1707,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201613,2016,13,969,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201614,2016,14,535,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201615,2016,15,680,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201616,2016,16,588,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201617,2016,17,467,N,4,Y,0.20944206
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201618,2016,18,96,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201619,2016,19,79,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201620,2016,20,1172,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201621,2016,21,2143,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201622,2016,22,2282,Y,1,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201623,2016,23,973,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201624,2016,24,21,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201625,2016,25,968,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201626,2016,26,1685,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201627,2016,27,1586,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201628,2016,28,1616,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201629,2016,29,1318,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201630,2016,30,2240,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201631,2016,31,1522,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201632,2016,32,2100,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201633,2016,33,43,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201634,2016,34,1700,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201635,2016,35,1514,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201636,2016,36,1501,Y,1,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201637,2016,37,1491,N,4,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201638,2016,38,806,N,4,Y,0.308583691
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201639,2016,39,2111,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201640,2016,40,2400,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201641,2016,41,2010,Y,2,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201642,2016,42,1900,N,4,Y,0.280257511
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201643,2016,43,141,N,4,N,0
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201644,2016,44,1615,Y,0,Y,0.421888412
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201645,2016,45,1574,Y,0,Y,0.421888412
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201646,2016,46,1800,Y,0,Y,0.421888412
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201647,2016,47,2600,Y,0,Y,0.421888412
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201648,2016,48,2412,Y,0,Y,0.421888412
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201649,2016,49,1955,N,4,Y,0.421888412
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201650,2016,50,1800,N,4,Y,0.352360515
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201651,2016,51,1173,N,4,Y,0.352360515
SEOUL_BANK_001,PG02,PRODUCT0010,ITEM0115,201652,2016,52,332,Y,1,Y,0.352360515
