regionseg,salesid,productgroup,item,targetweek,planwee,map_price,ir,pmap,pmap10,pro_percent
A01,SALESID0001,PG04,ITEM0309,201409,201601,3299,500,2799,2799,0.151561079
A01,SALESID0001,PG04,ITEM0309,201410,201601,3299,500,2799,2799,0.151561079
A01,SALESID0001,PG04,ITEM0309,201411,201601,3299,500,2799,2799,0.151561079
A01,SALESID0001,PG04,ITEM0286,201416,201601,2799,570,2229,2229,0.203644159
A01,SALESID0001,PG04,ITEM0286,201417,201601,2799,570,2229,2229,0.203644159
A01,SALESID0001,PG04,ITEM0286,201420,201601,2799,790,2009,2009,0.282243658
A01,SALESID0001,PG04,ITEM0286,201421,201601,2799,790,2009,2009,0.282243658
A01,SALESID0001,PG04,ITEM0286,201422,201601,2799,790,2009,2009,0.282243658
A01,SALESID0001,PG04,ITEM0286,201423,201601,2799,680,2119,2119,0.242943909
A01,SALESID0001,PG04,ITEM0286,201424,201601,2799,680,2119,2119,0.242943909
A01,SALESID0001,PG04,ITEM0286,201425,201601,2799,1000,1799,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201426,201601,2799,1000,1799,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201427,201601,2799,1000,1799,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201428,201601,2799,1000,1799,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201429,201601,2799,690,2109,2109,0.246516613
A01,SALESID0001,PG04,ITEM0286,201430,201601,2799,690,2109,2109,0.246516613
A01,SALESID0001,PG04,ITEM0286,201434,201601,2799,690,2109,2109,0.246516613
A01,SALESID0001,PG04,ITEM0286,201435,201601,2799,690,2109,2109,0.246516613
A01,SALESID0001,PG04,ITEM0286,201436,201601,2799,690,2109,2109,0.246516613
A01,SALESID0001,PG04,ITEM0286,201440,201601,2799,680,2119,2119,0.242943909
A01,SALESID0001,PG04,ITEM0286,201441,201601,2799,680,2119,2119,0.242943909
A01,SALESID0001,PG04,ITEM0286,201442,201601,2799,680,2119,2119,0.242943909
A01,SALESID0001,PG04,ITEM0286,201450,201601,2799,680,2119,2119,0.242943909
A01,SALESID0001,PG04,ITEM0286,201451,201601,2799,1100,1699,1699,0.392997499
A01,SALESID0001,PG04,ITEM0286,201452,201601,2799,455,2344,2110,0.246159343
A01,SALESID0001,PG04,ITEM0286,201501,201601,2799,455,2344,2110,0.246159343
A01,SALESID0001,PG04,ITEM0286,201502,201601,2799,455,2344,2110,0.246159343
A01,SALESID0001,PG04,ITEM0286,201503,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201504,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201505,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201506,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201507,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201508,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201509,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201510,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201511,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201512,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201513,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201514,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201515,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0294,201611,201601,3899,900,2999,2699,0.307771223
A01,SALESID0001,PG04,ITEM0294,201612,201601,3899,900,2999,2699,0.307771223
A01,SALESID0001,PG04,ITEM0294,201613,201601,3899,456,3443,3099,0.205180816
A01,SALESID0001,PG04,ITEM0294,201614,201601,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0294,201615,201601,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0294,201616,201601,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0294,201617,201601,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0294,201618,201601,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0294,201619,201619,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0294,201620,201620,3899,1122,2777,2500,0.358809951
A01,SALESID0001,PG04,ITEM0347,201630,201628,1599,156,1443,1299,0.187617261
A01,SALESID0001,PG04,ITEM0294,201621,201621,3899,1122,2777,2500,0.358809951
A01,SALESID0001,PG04,ITEM0294,201622,201622,3899,1122,2777,2500,0.358809951
A01,SALESID0001,PG04,ITEM0294,201623,201623,3899,1122,2777,2500,0.358809951
A01,SALESID0001,PG04,ITEM0294,201624,201624,3899,456,3443,3099,0.205180816
A01,SALESID0001,PG04,ITEM0294,201625,201625,3899,1345,2554,2299,0.410361631
A01,SALESID0001,PG04,ITEM0294,201626,201626,3899,1345,2554,2299,0.410361631
A01,SALESID0001,PG04,ITEM0294,201627,201627,3899,1345,2554,2299,0.410361631
A01,SALESID0001,PG04,ITEM0294,201628,201628,3899,1345,2554,2299,0.410361631
A01,SALESID0001,PG04,ITEM0294,201629,201628,3899,467,3432,3089,0.207745576
A01,SALESID0001,PG04,ITEM0295,201538,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201539,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201540,201601,3699,589,3110,2799,0.243309002
A01,SALESID0001,PG04,ITEM0295,201541,201601,3699,589,3110,2799,0.243309002
A01,SALESID0001,PG04,ITEM0295,201542,201601,3699,589,3110,2799,0.243309002
A01,SALESID0001,PG04,ITEM0295,201543,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201544,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201545,201601,3699,1500,2199,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201546,201601,3699,1500,2199,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201547,201601,3699,1500,2199,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201548,201601,3699,1500,2199,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201549,201601,3699,1500,2199,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201550,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201551,201601,3699,811,2888,2599,0.29737767
A01,SALESID0001,PG04,ITEM0295,201552,201601,3699,811,2888,2599,0.29737767
A01,SALESID0001,PG04,ITEM0295,201553,201601,3699,811,2888,2599,0.29737767
A01,SALESID0001,PG04,ITEM0295,201601,201601,3699,811,2888,2599,0.29737767
A01,SALESID0001,PG04,ITEM0295,201602,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201603,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201604,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201605,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201606,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201607,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201608,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201609,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201610,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201611,201601,3699,811,2888,2599,0.29737767
A01,SALESID0001,PG04,ITEM0295,201612,201601,3699,811,2888,2599,0.29737767
A01,SALESID0001,PG04,ITEM0295,201613,201601,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0286,201414,201601,2799,570,2229,2229,0.203644159
A01,SALESID0001,PG04,ITEM0286,201415,201601,2799,570,2229,2229,0.203644159
A01,SALESID0001,PG04,ITEM0295,201619,201619,3699,700,2999,2700,0.270072993
A01,SALESID0001,PG04,ITEM0295,201620,201620,3699,1033,2666,2400,0.351175994
A01,SALESID0001,PG04,ITEM0295,201621,201621,3699,1033,2666,2400,0.351175994
A01,SALESID0001,PG04,ITEM0295,201622,201622,3699,1033,2666,2400,0.351175994
A01,SALESID0001,PG04,ITEM0295,201623,201623,3699,1033,2666,2400,0.351175994
A01,SALESID0001,PG04,ITEM0295,201624,201624,3699,367,3332,2999,0.189240335
A01,SALESID0001,PG04,ITEM0295,201625,201625,3699,1256,2443,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201626,201626,3699,1256,2443,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201627,201627,3699,1256,2443,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201628,201628,3699,1256,2443,2199,0.405515004
A01,SALESID0001,PG04,ITEM0295,201629,201628,3699,378,3321,2989,0.191943769
A01,SALESID0001,PG04,ITEM0296,201605,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201606,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201607,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201608,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201609,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201610,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0296,201611,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0296,201612,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201613,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201614,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0294,201610,201601,3899,789,3110,2799,0.282123621
A01,SALESID0001,PG04,ITEM0275,201316,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201317,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201318,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201319,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201320,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201323,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201324,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201325,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201329,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201330,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201331,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201332,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201333,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201334,201601,2399,550,1849,1849,0.229262193
A01,SALESID0001,PG04,ITEM0275,201335,201601,2399,550,1849,1849,0.229262193
A01,SALESID0001,PG04,ITEM0275,201336,201601,2399,550,1849,1849,0.229262193
A01,SALESID0001,PG04,ITEM0275,201337,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201338,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201339,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201340,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201341,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0356,201632,201628,1199,34,1165,1049,0.125104254
A01,SALESID0001,PG04,ITEM0275,201342,201601,2399,500,1899,1899,0.208420175
A01,SALESID0001,PG04,ITEM0275,201402,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201403,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201404,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201406,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201407,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201408,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201409,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201410,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201411,201601,2399,300,2099,2099,0.125052105
A01,SALESID0001,PG04,ITEM0275,201415,201601,2399,290,2109,2109,0.120883702
A01,SALESID0001,PG04,ITEM0275,201416,201601,2399,290,2109,2109,0.120883702
A01,SALESID0001,PG04,ITEM0275,201417,201601,2399,290,2109,2109,0.120883702
A01,SALESID0001,PG04,ITEM0275,201420,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201421,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201422,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201423,201601,2399,290,2109,2109,0.120883702
A01,SALESID0001,PG04,ITEM0275,201424,201601,2399,290,2109,2109,0.120883702
A01,SALESID0001,PG04,ITEM0275,201425,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201426,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201427,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201428,201601,2399,510,1889,1889,0.212588579
A01,SALESID0001,PG04,ITEM0275,201431,201601,2399,410,1989,1989,0.170904544
A01,SALESID0001,PG04,ITEM0275,201432,201601,2399,410,1989,1989,0.170904544
A01,SALESID0001,PG04,ITEM0275,201433,201601,2399,410,1989,1989,0.170904544
A01,SALESID0001,PG04,ITEM0275,201434,201601,2399,520,1879,1879,0.216756982
A01,SALESID0001,PG04,ITEM0275,201435,201601,2399,520,1879,1879,0.216756982
A01,SALESID0001,PG04,ITEM0275,201436,201601,2399,520,1879,1879,0.216756982
A01,SALESID0001,PG04,ITEM0275,201440,201601,2399,400,1999,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201441,201601,2399,400,1999,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201442,201601,2399,400,1999,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201450,201601,2399,400,1999,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201451,201601,2399,288,2111,1900,0.208003335
A01,SALESID0001,PG04,ITEM0275,201452,201601,2399,288,2111,1900,0.208003335
A01,SALESID0001,PG04,ITEM0275,201501,201601,2399,288,2111,1900,0.208003335
A01,SALESID0001,PG04,ITEM0275,201502,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201503,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201504,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201505,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201506,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0295,201614,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201615,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201616,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201617,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0295,201618,201601,3699,700,2999,2699,0.270343336
A01,SALESID0001,PG04,ITEM0275,201510,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201511,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201512,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201513,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201514,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201515,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201516,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201517,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201518,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201519,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0275,201520,201601,2399,511,1888,1699,0.291788245
A01,SALESID0001,PG04,ITEM0275,201521,201601,2399,511,1888,1699,0.291788245
A01,SALESID0001,PG04,ITEM0286,201516,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201517,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201518,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201519,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201520,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201521,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201522,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201523,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201524,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201525,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201526,201601,2799,800,1999,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201527,201601,2799,800,1999,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201528,201601,2799,800,1999,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201529,201601,2799,800,1999,1799,0.357270454
A01,SALESID0001,PG04,ITEM0286,201530,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201531,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201532,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201533,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201534,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201535,201601,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201536,201601,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201537,201601,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201538,201601,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201539,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201540,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201541,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0260,201634,201628,3199,767,2432,2189,0.315723664
A01,SALESID0001,PG05,ITEM0034,201619,201619,0,262,-262,-236,0.25
A01,SALESID0001,PG04,ITEM0286,201542,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201543,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201544,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201545,201601,2799,1100,1699,1699,0.392997499
A01,SALESID0001,PG04,ITEM0286,201546,201601,2799,1100,1699,1699,0.392997499
A01,SALESID0001,PG04,ITEM0286,201547,201601,2799,1100,1699,1699,0.392997499
A01,SALESID0001,PG04,ITEM0286,201548,201601,2799,1100,1699,1699,0.392997499
A01,SALESID0001,PG04,ITEM0286,201549,201601,2799,1100,1699,1699,0.392997499
A01,SALESID0001,PG04,ITEM0286,201550,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201551,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201552,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201553,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201601,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201602,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201603,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201604,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201605,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201606,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201607,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201608,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201609,201601,2799,134,2665,2399,0.142908181
A01,SALESID0001,PG04,ITEM0286,201610,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201611,201601,2799,467,2332,2099,0.250089318
A01,SALESID0001,PG04,ITEM0286,201612,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG04,ITEM0286,201613,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG04,ITEM0286,201614,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201615,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201616,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201617,201601,2799,578,2221,1999,0.285816363
A01,SALESID0001,PG04,ITEM0286,201618,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG04,ITEM0286,201619,201619,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG04,ITEM0286,201620,201619,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201621,201621,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201622,201622,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201623,201623,2799,689,2110,1899,0.321543408
A01,SALESID0001,PG04,ITEM0286,201624,201624,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG04,ITEM0286,201625,201625,2799,911,1888,1700,0.392640229
A01,SALESID0001,PG04,ITEM0286,201626,201626,2799,911,1888,1700,0.392640229
A01,SALESID0001,PG04,ITEM0286,201627,201627,2799,911,1888,1700,0.392640229
A01,SALESID0001,PG04,ITEM0286,201628,201628,2799,911,1888,1700,0.392640229
A01,SALESID0001,PG04,ITEM0286,201629,201628,2799,145,2654,2389,0.146480886
A01,SALESID0001,PG04,ITEM0287,201620,201601,3099,878,2221,1999,0.354953211
A01,SALESID0001,PG04,ITEM0287,201621,201621,3099,878,2221,1999,0.354953211
A01,SALESID0001,PG04,ITEM0287,201622,201622,3099,878,2221,1999,0.354953211
A01,SALESID0001,PG04,ITEM0287,201623,201623,3099,878,2221,1999,0.354953211
A01,SALESID0001,PG04,ITEM0275,201507,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201508,201601,2399,400,1999,1799,0.25010421
A01,SALESID0001,PG04,ITEM0275,201509,201601,2399,178,2221,1999,0.16673614
A01,SALESID0001,PG04,ITEM0287,201627,201627,3099,1100,1999,1800,0.419167473
A01,SALESID0001,PG04,ITEM0296,201615,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0296,201616,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0296,201617,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0296,201618,201601,3599,489,3110,2799,0.222283968
A01,SALESID0001,PG04,ITEM0296,201619,201601,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201620,201620,3599,711,2888,2600,0.277577105
A01,SALESID0001,PG04,ITEM0296,201621,201621,3599,711,2888,2600,0.277577105
A01,SALESID0001,PG04,ITEM0296,201622,201622,3599,711,2888,2600,0.277577105
A01,SALESID0001,PG04,ITEM0296,201623,201623,3599,711,2888,2600,0.277577105
A01,SALESID0001,PG04,ITEM0296,201624,201624,3599,267,3332,2999,0.166712976
A01,SALESID0001,PG04,ITEM0296,201625,201625,3599,822,2777,2500,0.305362601
A01,SALESID0001,PG04,ITEM0296,201626,201626,3599,822,2777,2500,0.305362601
